Store,Date,Temp,Fuel_Price,CPI,Unemployment,IsHoliday,Status,Customer_Cost
1,4/20/2012,66.76,3.88,221.56,8.14,False,Fullfilled,859.0
1,4/27/2012,67.23,3.81,221.62,8.14,False,Pending,845.25
1,5/4/2012,75.55,3.75,221.67,8.14,False,Pending,831.05
1,5/11/2012,73.77,3.69,221.73,8.14,False,Pending,817.72
1,5/18/2012,70.33,3.63,221.74,8.14,False,Partial,804.93
1,5/25/2012,77.22,3.56,221.74,8.14,False,Pending,789.63
1,6/1/2012,77.95,3.5,221.75,8.14,False,Partial,776.34
1,6/8/2012,78.3,3.45,221.75,8.14,False,Fullfilled,765.48
1,6/15/2012,79.35,3.39,221.76,8.14,False,Partial,752.44
1,6/22/2012,78.39,3.35,221.8,8.14,False,Partial,742.15
1,6/29/2012,84.88,3.29,221.84,8.14,False,Fullfilled,728.98
1,7/6/2012,81.57,3.23,221.88,7.91,False,Fullfilled,716.02
1,7/13/2012,77.12,3.26,221.92,7.91,False,Partial,722.59
1,7/20/2012,80.42,3.31,221.93,7.91,False,Pending,734.82
1,7/27/2012,82.66,3.41,221.94,7.91,False,Fullfilled,756.15
1,8/3/2012,86.11,3.42,221.95,7.91,False,Pending,758.4
1,8/10/2012,85.05,3.49,221.96,7.91,False,Fullfilled,775.52
1,8/17/2012,84.85,3.57,222.04,7.91,False,Partial,792.9
1,8/24/2012,77.66,3.62,222.17,7.91,False,Fullfilled,804.26
1,8/31/2012,80.49,3.64,222.31,7.91,False,Fullfilled,808.75
1,9/7/2012,83.96,3.73,222.44,7.91,True,Fullfilled,829.7
1,9/14/2012,74.97,3.72,222.58,7.91,False,Fullfilled,827.34
1,9/21/2012,69.87,3.72,222.78,7.91,False,Pending,828.97
1,9/28/2012,76.08,3.67,222.98,7.91,False,Pending,817.45
1,10/5/2012,68.55,3.62,223.18,7.57,False,Fullfilled,807.25
1,10/12/2012,62.99,3.6,223.38,7.57,False,Fullfilled,804.4
1,10/19/2012,67.97,3.59,223.43,7.57,False,Pending,802.99
1,10/26/2012,69.16,3.51,223.44,7.57,False,Fullfilled,783.4
1,11/2/2012,55.32,3.39,223.46,7.57,False,Fullfilled,756.64
1,11/9/2012,61.24,3.31,223.48,7.57,False,Partial,740.62
1,11/16/2012,52.92,3.25,223.51,7.57,False,Partial,726.86
1,11/23/2012,56.23,3.21,223.56,7.57,True,Fullfilled,717.86
1,11/30/2012,52.34,3.21,223.61,7.57,False,Fullfilled,717.12
1,12/7/2012,64.12,3.2,223.66,7.57,False,Pending,715.26
1,12/14/2012,48.89,3.17,223.72,7.57,False,Partial,708.74
1,12/21/2012,56.02,3.1,223.84,7.57,False,Partial,693.46
1,12/28/2012,44.79,3.11,223.96,7.57,True,Fullfilled,696.07
1,1/4/2013,41.73,3.16,224.08,7.52,False,Partial,708.32
1,1/11/2013,50.32,3.24,224.2,7.52,False,Pending,727.09
1,1/18/2013,42.92,3.24,224.24,7.52,False,Partial,725.85
1,1/25/2013,53.37,3.23,224.24,7.52,False,Pending,723.61
1,2/1/2013,56.46,3.24,224.24,7.52,False,Fullfilled,727.42
1,2/8/2013,56.67,3.42,224.24,7.52,True,Pending,766.21
1,2/15/2013,49.66,3.48,224.28,7.52,False,Pending,779.36
1,2/22/2013,50.25,3.6,224.42,7.52,False,Partial,807.24
1,3/1/2013,48.01,3.71,224.56,7.52,False,Partial,833.36
1,3/8/2013,50.81,3.66,224.71,7.52,False,Pending,821.98
1,3/15/2013,55.33,3.62,224.84,7.52,False,Fullfilled,814.35
1,3/22/2013,63.42,3.61,224.92,7.52,False,Pending,812.18
1,3/29/2013,51.0,3.61,225.0,7.52,False,Partial,811.36
1,4/5/2013,58.59,3.58,225.09,7.31,False,Fullfilled,806.49
1,4/12/2013,62.72,3.53,225.17,7.31,False,Fullfilled,794.63
1,4/19/2013,67.1,3.45,225.17,7.31,False,Pending,777.06
1,4/26/2013,59.23,3.42,225.17,7.31,False,Partial,769.41
1,5/3/2013,66.66,3.39,,,False,Partial,
1,5/10/2013,63.9,3.39,,,False,Partial,
1,5/17/2013,69.53,3.45,,,False,Fullfilled,
1,5/24/2013,77.19,3.49,,,False,Partial,
1,5/31/2013,78.02,3.47,,,False,Fullfilled,
1,6/7/2013,76.44,3.44,,,False,Pending,
1,6/14/2013,79.86,3.43,,,False,Pending,
1,6/21/2013,81.35,3.48,,,False,Partial,
1,6/28/2013,83.94,3.5,,,False,Partial,
1,7/5/2013,79.85,3.42,,,False,Partial,
1,7/12/2013,83.12,3.4,,,False,Partial,
1,7/19/2013,79.26,3.56,,,False,Fullfilled,
1,7/26/2013,81.54,3.62,,,False,Pending,
2,2/5/2010,40.19,2.57,210.75,9.32,False,Fullfilled,542.06
2,2/12/2010,38.49,2.55,210.9,9.32,True,Fullfilled,537.37
2,2/19/2010,39.69,2.51,210.95,9.32,False,Partial,530.32
2,2/26/2010,46.1,2.56,210.98,9.32,False,Fullfilled,540.31
2,3/5/2010,47.17,2.62,211.01,9.32,False,Pending,553.89
2,3/12/2010,57.56,2.67,211.04,9.32,False,Pending,562.84
2,3/19/2010,54.52,2.72,210.87,9.32,False,Pending,573.58
2,3/26/2010,51.26,2.73,210.68,9.32,False,Partial,575.57
2,4/2/2010,63.27,2.72,210.48,9.2,False,Pending,572.29
2,4/9/2010,65.41,2.77,210.28,9.2,False,Fullfilled,582.48
2,4/16/2010,68.07,2.81,210.15,9.2,False,Pending,590.1
2,4/23/2010,65.11,2.8,210.1,9.2,False,Fullfilled,587.23
2,4/30/2010,66.98,2.78,210.05,9.2,False,Pending,583.94
2,5/7/2010,71.28,2.84,210.0,9.2,False,Pending,595.35
2,5/14/2010,73.31,2.85,210.0,9.2,False,Pending,599.34
2,5/21/2010,74.83,2.83,210.28,9.2,False,Fullfilled,594.24
2,5/28/2010,81.13,2.76,210.56,9.2,False,Partial,580.92
2,6/4/2010,81.81,2.7,210.83,9.2,False,Partial,570.3
2,6/11/2010,83.4,2.67,211.11,9.2,False,Pending,563.25
2,6/18/2010,85.81,2.64,211.11,9.2,False,Fullfilled,556.7
2,6/25/2010,86.26,2.65,211.0,9.2,False,Fullfilled,559.77
2,7/2/2010,82.74,2.67,210.88,9.1,False,Partial,562.84
2,7/9/2010,82.59,2.64,210.77,9.1,False,Partial,556.84
2,7/16/2010,85.32,2.62,210.76,9.1,False,Pending,552.82
2,7/23/2010,87.66,2.61,210.89,9.1,False,Fullfilled,550.01
2,7/30/2010,83.49,2.64,211.03,9.1,False,Fullfilled,557.11
2,8/6/2010,89.53,2.63,211.16,9.1,False,Pending,554.72
2,8/13/2010,89.05,2.69,211.3,9.1,False,Pending,568.81
2,8/20/2010,88.7,2.66,211.26,9.1,False,Partial,562.8
2,8/27/2010,87.12,2.62,211.22,9.1,False,Pending,553.2
2,9/3/2010,81.83,2.58,211.19,9.1,False,Fullfilled,544.23
2,9/10/2010,79.09,2.56,211.15,9.1,True,Partial,541.61
2,9/17/2010,82.05,2.58,211.18,9.1,False,Pending,545.27
2,9/24/2010,81.79,2.62,211.26,9.1,False,Fullfilled,554.33
2,10/1/2010,69.24,2.6,211.33,9.16,False,Partial,550.09
2,10/8/2010,63.19,2.63,211.4,9.16,False,Pending,556.63
2,10/15/2010,65.8,2.72,211.47,9.16,False,Pending,575.2
2,10/22/2010,68.5,2.72,211.52,9.16,False,Fullfilled,576.39
2,10/29/2010,66.24,2.72,211.57,9.16,False,Partial,574.61
2,11/5/2010,57.85,2.69,211.61,9.16,False,Fullfilled,569.03
2,11/12/2010,59.69,2.73,211.66,9.16,False,Fullfilled,577.41
2,11/19/2010,50.81,2.77,211.55,9.16,False,Partial,586.2
2,11/26/2010,62.98,2.74,211.41,9.16,True,Partial,578.2
2,12/3/2010,49.33,2.71,211.27,9.16,False,Fullfilled,572.11
2,12/10/2010,45.5,2.84,211.12,9.16,False,Pending,600.23
2,12/17/2010,47.55,2.87,211.06,9.16,False,Partial,605.54
2,12/24/2010,49.97,2.89,211.06,9.16,False,Pending,609.13
2,12/31/2010,47.3,2.94,211.06,9.16,True,Fullfilled,621.16
2,1/7/2011,44.69,2.98,211.06,9.03,False,Partial,628.13
2,1/14/2011,33.02,2.98,211.12,9.03,False,Pending,629.76
2,1/21/2011,41.4,3.02,211.49,9.03,False,Fullfilled,637.84
2,1/28/2011,42.83,3.01,211.86,9.03,False,Pending,637.68
2,2/4/2011,38.25,2.99,212.22,9.03,False,Pending,634.34
2,2/11/2011,33.19,3.02,212.59,9.03,True,Fullfilled,642.46
2,2/18/2011,57.83,3.04,212.9,9.03,False,Fullfilled,648.29
2,2/25/2011,60.8,3.06,213.19,9.03,False,Partial,653.43
2,3/4/2011,57.77,3.29,213.48,9.03,False,Fullfilled,701.91
2,3/11/2011,52.7,3.46,213.76,9.03,False,Fullfilled,739.41
2,3/18/2011,62.32,3.49,214.02,9.03,False,Fullfilled,746.49
2,3/25/2011,69.42,3.47,214.25,9.03,False,Pending,744.1
2,4/1/2011,55.43,3.52,214.49,8.93,False,Fullfilled,755.86
2,4/8/2011,67.0,3.62,214.73,8.93,False,Partial,777.73
2,4/15/2011,69.48,3.74,214.94,8.93,False,Fullfilled,804.53
2,4/22/2011,69.39,3.81,215.11,8.93,False,Pending,818.92
2,4/29/2011,69.21,3.81,215.28,8.93,False,Pending,820.21
2,5/6/2011,61.48,3.91,215.44,8.93,False,Pending,841.53
2,5/13/2011,74.61,3.9,215.61,8.93,False,Fullfilled,840.67
2,5/20/2011,67.14,3.91,215.38,8.93,False,Pending,841.5
2,5/27/2011,76.42,3.79,215.15,8.93,False,Fullfilled,814.57
2,6/3/2011,83.07,3.7,214.93,8.93,False,Fullfilled,795.01
2,6/10/2011,83.4,3.65,214.7,8.93,False,Fullfilled,783.21
2,6/17/2011,86.53,3.64,214.65,8.93,False,Partial,780.69
2,6/24/2011,85.17,3.59,214.74,8.93,False,Partial,771.79
2,7/1/2011,85.69,3.52,214.84,8.85,False,Partial,757.09
2,7/8/2011,87.7,3.48,214.93,8.85,False,Fullfilled,747.96
2,7/15/2011,89.83,3.58,215.01,8.85,False,Partial,768.67
2,7/22/2011,89.34,3.65,215.07,8.85,False,Pending,785.24
2,7/29/2011,90.07,3.68,215.14,8.85,False,Fullfilled,792.13
2,8/5/2011,93.34,3.68,215.2,8.85,False,Fullfilled,792.79
2,8/12/2011,91.58,3.64,215.26,8.85,False,Fullfilled,783.11
2,8/19/2011,89.86,3.55,215.32,8.85,False,Fullfilled,765.26
2,8/26/2011,90.45,3.52,215.39,8.85,False,Partial,758.81
2,9/2/2011,89.64,3.53,215.45,8.85,False,Fullfilled,761.19
2,9/9/2011,77.97,3.55,215.51,8.85,True,Partial,764.22
2,9/16/2011,78.85,3.53,215.69,8.85,False,Pending,760.54
2,9/23/2011,75.58,3.47,216.03,8.85,False,Fullfilled,748.97
2,9/30/2011,78.14,3.36,216.36,8.85,False,Partial,725.89
2,10/7/2011,69.92,3.28,216.7,8.44,False,Partial,711.85
2,10/14/2011,71.67,3.27,217.0,8.44,False,Pending,710.47
2,10/21/2011,64.53,3.35,217.17,8.44,False,Pending,728.15
2,10/28/2011,65.87,3.37,217.33,8.44,False,Fullfilled,732.82
2,11/4/2011,55.53,3.33,217.49,8.44,False,Pending,724.66
2,11/11/2011,59.33,3.3,217.65,8.44,False,Fullfilled,717.58
2,11/18/2011,62.01,3.31,217.87,8.44,False,Partial,720.7
2,11/25/2011,56.36,3.24,218.11,8.44,True,Pending,705.81
2,12/2/2011,48.74,3.17,218.36,8.44,False,Fullfilled,692.63
2,12/9/2011,41.76,3.16,218.61,8.44,False,Pending,690.35
2,12/16/2011,50.13,3.16,218.82,8.44,False,Pending,691.26
2,12/23/2011,46.66,3.11,219.0,8.44,False,Fullfilled,681.53
2,12/30/2011,44.57,3.13,219.18,8.44,True,Fullfilled,685.81
2,1/6/2012,46.75,3.16,219.36,8.06,False,Partial,692.5
2,1/13/2012,45.99,3.26,219.53,8.06,False,Partial,715.9
2,1/20/2012,51.7,3.27,219.63,8.06,False,Partial,717.74
2,1/27/2012,50.5,3.29,219.72,8.06,False,Partial,722.88
2,2/3/2012,55.21,3.36,219.81,8.06,False,Fullfilled,738.57
2,2/10/2012,46.98,3.41,219.9,8.06,True,Pending,749.66
2,2/17/2012,43.82,3.51,220.07,8.06,False,Fullfilled,772.43
2,2/24/2012,54.63,3.56,220.28,8.06,False,Pending,783.08
2,3/2/2012,58.79,3.63,220.49,8.06,False,Fullfilled,800.37
2,3/9/2012,57.11,3.67,220.7,8.06,False,Partial,809.74
2,3/16/2012,63.68,3.73,220.85,8.06,False,Fullfilled,824.65
2,3/23/2012,64.01,3.79,220.92,8.06,False,Pending,836.64
2,3/30/2012,66.83,3.84,221.0,8.06,False,Pending,849.74
2,4/6/2012,68.43,3.89,221.07,7.89,False,Fullfilled,860.2
2,4/13/2012,68.08,3.89,221.15,7.89,False,Partial,860.49
2,4/20/2012,65.69,3.88,221.2,7.89,False,Partial,857.6
2,4/27/2012,67.2,3.81,221.26,7.89,False,Pending,843.87
2,5/4/2012,76.73,3.75,221.31,7.89,False,Fullfilled,829.69
2,5/11/2012,73.87,3.69,221.36,7.89,False,Partial,816.39
2,5/18/2012,71.27,3.63,221.38,7.89,False,Fullfilled,803.61
2,5/25/2012,78.19,3.56,221.38,7.89,False,Fullfilled,788.34
2,6/1/2012,78.38,3.5,221.39,7.89,False,Pending,775.07
2,6/8/2012,78.69,3.45,221.39,7.89,False,Pending,764.23
2,6/15/2012,80.56,3.39,221.4,7.89,False,Pending,751.21
2,6/22/2012,81.04,3.35,221.44,7.89,False,Fullfilled,740.94
2,6/29/2012,86.32,3.29,221.48,7.89,False,Partial,727.79
2,7/6/2012,84.2,3.23,221.52,7.56,False,Partial,714.85
2,7/13/2012,80.17,3.26,221.56,7.56,False,Pending,721.4
2,7/20/2012,83.23,3.31,221.57,7.56,False,Fullfilled,733.62
2,7/27/2012,86.37,3.41,221.58,7.56,False,Fullfilled,754.92
2,8/3/2012,90.22,3.42,221.59,7.56,False,Partial,757.16
2,8/10/2012,88.55,3.49,221.6,7.56,False,Pending,774.25
2,8/17/2012,84.79,3.57,221.68,7.56,False,Partial,791.6
2,8/24/2012,76.91,3.62,221.81,7.56,False,Partial,802.95
2,8/31/2012,82.64,3.64,221.94,7.56,False,Pending,807.42
2,9/7/2012,87.65,3.73,222.07,7.56,True,Pending,828.34
2,9/14/2012,75.88,3.72,222.22,7.56,False,Fullfilled,825.98
2,9/21/2012,71.09,3.72,222.42,7.56,False,Partial,827.61
2,9/28/2012,79.45,3.67,222.62,7.56,False,Fullfilled,816.11
2,10/5/2012,70.27,3.62,222.82,7.17,False,Partial,805.93
2,10/12/2012,60.97,3.6,223.02,7.17,False,Fullfilled,803.08
2,10/19/2012,68.08,3.59,223.06,7.17,False,Partial,801.68
2,10/26/2012,69.79,3.51,223.08,7.17,False,Fullfilled,782.11
2,11/2/2012,56.4,3.39,223.1,7.17,False,Partial,755.41
2,11/9/2012,61.9,3.31,223.12,7.17,False,Partial,739.4
2,11/16/2012,52.72,3.25,223.15,7.17,False,Partial,725.67
2,11/23/2012,58.06,3.21,223.2,7.17,True,Pending,716.68
2,11/30/2012,52.64,3.21,223.24,7.17,False,Partial,715.95
2,12/7/2012,64.19,3.2,223.29,7.17,False,Pending,714.09
2,12/14/2012,47.69,3.17,223.35,7.17,False,Pending,707.58
2,12/21/2012,55.14,3.1,223.47,7.17,False,Fullfilled,692.32
2,12/28/2012,41.56,3.11,223.59,7.17,True,Pending,694.93
2,1/4/2013,39.12,3.16,223.71,7.24,False,Fullfilled,707.16
2,1/11/2013,47.42,3.24,223.83,7.24,False,Fullfilled,725.89
2,1/18/2013,40.98,3.24,223.87,7.24,False,Fullfilled,724.66
2,1/25/2013,51.33,3.23,223.87,7.24,False,Pending,722.43
2,2/1/2013,54.75,3.24,223.87,7.24,False,Pending,726.23
2,2/8/2013,56.08,3.42,223.87,7.24,True,Pending,764.96
2,2/15/2013,48.92,3.48,223.91,7.24,False,Partial,778.09
2,2/22/2013,48.16,3.6,224.05,7.24,False,Partial,805.92
2,3/1/2013,46.08,3.71,224.2,7.24,False,Partial,832.0
2,3/8/2013,51.12,3.66,224.34,7.24,False,Pending,820.65
2,3/15/2013,55.14,3.62,224.47,7.24,False,Partial,813.03
2,3/22/2013,59.97,3.61,224.55,7.24,False,Partial,810.86
2,3/29/2013,50.54,3.61,224.64,7.24,False,Partial,810.04
2,4/5/2013,58.3,3.58,224.72,7.11,False,Pending,805.17
2,4/12/2013,61.23,3.53,224.8,7.11,False,Fullfilled,793.33
2,4/19/2013,67.05,3.45,224.8,7.11,False,Fullfilled,775.79
2,4/26/2013,58.13,3.42,224.8,7.11,False,Fullfilled,768.15
2,5/3/2013,65.26,3.39,,,False,Pending,
2,5/10/2013,63.51,3.39,,,False,Fullfilled,
2,5/17/2013,70.55,3.45,,,False,Partial,
2,5/24/2013,76.83,3.49,,,False,Pending,
2,5/31/2013,78.05,3.47,,,False,Partial,
2,6/7/2013,76.2,3.44,,,False,Pending,
2,6/14/2013,80.91,3.43,,,False,Fullfilled,
2,6/21/2013,81.11,3.48,,,False,Fullfilled,
2,6/28/2013,85.37,3.5,,,False,Pending,
2,7/5/2013,79.48,3.42,,,False,Fullfilled,
2,7/12/2013,85.41,3.4,,,False,Partial,
2,7/19/2013,79.16,3.56,,,False,Fullfilled,
2,7/26/2013,83.17,3.62,,,False,Partial,
3,2/5/2010,45.71,2.57,214.42,8.37,False,Pending,551.5
3,2/12/2010,47.93,2.55,214.57,8.37,True,Pending,546.74
3,2/19/2010,47.07,2.51,214.62,8.37,False,Partial,539.55
3,2/26/2010,52.05,2.56,214.65,8.37,False,Fullfilled,549.71
3,3/5/2010,53.04,2.62,214.68,8.37,False,Pending,563.52
3,3/12/2010,63.08,2.67,214.7,8.37,False,Partial,572.61
3,3/19/2010,60.42,2.72,214.53,8.37,False,Pending,583.52
3,3/26/2010,57.06,2.73,214.32,8.37,False,Pending,585.53
3,4/2/2010,65.56,2.72,214.12,8.34,False,Partial,582.19
3,4/9/2010,68.0,2.77,213.91,8.34,False,Fullfilled,592.54
3,4/16/2010,66.98,2.81,213.77,8.34,False,Partial,600.27
3,4/23/2010,67.87,2.8,213.72,8.34,False,Pending,597.35
3,4/30/2010,70.24,2.78,213.67,8.34,False,Partial,594.01
3,5/7/2010,73.47,2.84,213.62,8.34,False,Pending,605.62
3,5/14/2010,77.18,2.85,213.62,8.34,False,Pending,609.67
3,5/21/2010,75.81,2.83,213.91,8.34,False,Pending,604.51
3,5/28/2010,78.6,2.76,214.2,8.34,False,Pending,590.99
3,6/4/2010,78.53,2.7,214.5,8.34,False,Fullfilled,580.21
3,6/11/2010,82.1,2.67,214.79,8.34,False,Fullfilled,573.05
3,6/18/2010,83.52,2.64,214.79,8.34,False,Fullfilled,566.39
3,6/25/2010,83.79,2.65,214.67,8.34,False,Partial,569.51
3,7/2/2010,82.2,2.67,214.55,8.35,False,Fullfilled,572.62
3,7/9/2010,81.75,2.64,214.43,8.35,False,Fullfilled,566.51
3,7/16/2010,84.32,2.62,214.42,8.35,False,Fullfilled,562.42
3,7/23/2010,83.32,2.61,214.56,8.35,False,Pending,559.56
3,7/30/2010,82.04,2.64,214.7,8.35,False,Partial,566.8
3,8/6/2010,85.13,2.63,214.83,8.35,False,Pending,564.37
3,8/13/2010,86.74,2.69,214.97,8.35,False,Fullfilled,578.71
