Store,Temp,Fuel_Price,CPI,Unemployment,IsHoliday,Year,Month,Type,Area
1,WARM,3.274,217.3552733,7.866,False,2011,10,a,151315
1,WARM,3.353,217.5159762,7.866,False,2011,10,a,151315
1,WARM,3.372,217.6766791,7.866,False,2011,10,a,151315
1,WARM,3.332,217.837382,7.866,False,2011,11,a,151315
1,WARM,3.297,217.9980849,7.866,False,2011,11,a,151315
1,WARM,3.308,218.2205088,7.866,False,2011,11,a,151315
1,WARM,3.236,218.4676211,7.866,True,2011,11,a,151315
1,MILD,3.172,218.7147333,7.866,False,2011,12,a,151315
1,MILD,3.158,218.9618456,7.866,False,2011,12,a,151315
1,WARM,3.159,219.1794533,7.866,False,2011,12,a,151315
1,MILD,3.112,219.3577216,7.866,False,2011,12,a,151315
1,MILD,3.129,219.5359898,7.866,True,2011,12,a,151315
1,MILD,3.157,219.7142581,7.348,False,2012,1,a,151315
1,MILD,3.261,219.8925263,7.348,False,2012,1,a,151315
1,WARM,3.268,219.9856893,7.348,False,2012,1,a,151315
1,WARM,3.29,220.0788523,7.348,False,2012,1,a,151315
1,WARM,3.36,220.1720153,7.348,False,2012,2,a,151315
1,MILD,3.409,220.2651783,7.348,True,2012,2,a,151315
1,MILD,3.51,220.4257586,7.348,False,2012,2,a,151315
1,WARM,3.555,220.636902,7.348,False,2012,2,a,151315
1,WARM,3.63,220.8480454,7.348,False,2012,3,a,151315
1,WARM,3.669,221.0591887,7.348,False,2012,3,a,151315
1,WARM,3.734,221.2118132,7.348,False,2012,3,a,151315
1,WARM,3.787,221.2864126,7.348,False,2012,3,a,151315
1,WARM,3.845,221.3610119,7.348,False,2012,3,a,151315
1,WARM,3.891,221.4356112,7.143,False,2012,4,a,151315
1,WARM,3.891,221.5102105,7.143,False,2012,4,a,151315
1,WARM,3.877,221.5640737,7.143,False,2012,4,a,151315
1,WARM,3.814,221.6179368,7.143,False,2012,4,a,151315
1,WARM,3.749,221.6718,7.143,False,2012,5,a,151315
1,WARM,3.688,221.7256632,7.143,False,2012,5,a,151315
1,WARM,3.63,221.742674,7.143,False,2012,5,a,151315
1,WARM,3.561,221.744944,7.143,False,2012,5,a,151315
1,WARM,3.501,221.7472139,7.143,False,2012,6,a,151315
1,WARM,3.452,221.7494839,7.143,False,2012,6,a,151315
1,WARM,3.393,221.7626421,7.143,False,2012,6,a,151315
1,WARM,3.346,221.8030211,7.143,False,2012,6,a,151315
1,HOT,3.286,221.8434,7.143,False,2012,6,a,151315
1,HOT,3.227,221.8837789,6.908,False,2012,7,a,151315
1,WARM,3.256,221.9241579,6.908,False,2012,7,a,151315
1,HOT,3.311,221.9327267,6.908,False,2012,7,a,151315
1,HOT,3.407,221.9412954,6.908,False,2012,7,a,151315
1,HOT,3.417,221.9498642,6.908,False,2012,8,a,151315
1,HOT,3.494,221.9584329,6.908,False,2012,8,a,151315
1,HOT,3.571,222.0384109,6.908,False,2012,8,a,151315
1,WARM,3.62,222.1719457,6.908,False,2012,8,a,151315
1,HOT,3.638,222.3054805,6.908,False,2012,8,a,151315
1,HOT,3.73,222.4390153,6.908,True,2012,9,a,151315
1,WARM,3.717,222.5820193,6.908,False,2012,9,a,151315
1,WARM,3.721,222.7818386,6.908,False,2012,9,a,151315
1,WARM,3.666,222.9816579,6.908,False,2012,9,a,151315
1,WARM,3.617,223.1814772,6.573,False,2012,10,a,151315
1,WARM,3.601,223.3812965,6.573,False,2012,10,a,151315
1,WARM,3.594,223.4257233,6.573,False,2012,10,a,151315
1,WARM,3.506,223.4442513,6.573,False,2012,10,a,151315
1,WARM,3.386,223.4627793,6.573,False,2012,11,a,151315
1,WARM,3.314,223.4813073,6.573,False,2012,11,a,151315
1,WARM,3.252,223.5129105,6.573,False,2012,11,a,151315
1,WARM,3.211,223.5619474,6.573,True,2012,11,a,151315
1,WARM,3.207,223.6109842,6.573,False,2012,11,a,151315
1,WARM,3.198,223.6600211,6.573,False,2012,12,a,151315
1,MILD,3.168,223.7192767,6.573,False,2012,12,a,151315
1,WARM,3.098,223.8398455,6.573,False,2012,12,a,151315
1,MILD,3.108,223.9604143,6.573,True,2012,12,a,151315
1,MILD,3.161,224.080983,6.525,False,2013,1,a,151315
1,WARM,3.243,224.2015518,6.525,False,2013,1,a,151315
1,MILD,3.237,224.2358132,6.525,False,2013,1,a,151315
1,WARM,3.227,224.2355518,6.525,False,2013,1,a,151315
1,WARM,3.244,224.2352903,6.525,False,2013,2,a,151315
1,WARM,3.417,224.2350289,6.525,True,2013,2,a,151315
1,MILD,3.475,224.2760526,6.525,False,2013,2,a,151315
1,WARM,3.597,224.4202895,6.525,False,2013,2,a,151315
1,MILD,3.711,224.5645263,6.525,False,2013,3,a,151315
1,WARM,3.658,224.7087632,6.525,False,2013,3,a,151315
1,WARM,3.622,224.8356808,6.525,False,2013,3,a,151315
1,WARM,3.611,224.9193005,6.525,False,2013,3,a,151315
1,WARM,3.606,225.0029202,6.525,False,2013,3,a,151315
1,WARM,3.583,225.0865399,6.314,False,2013,4,a,151315
1,WARM,3.529,225.1701596,6.314,False,2013,4,a,151315
1,WARM,3.451,225.1701596,6.314,False,2013,4,a,151315
1,WARM,3.417,225.1701596,6.314,False,2013,4,a,151315
1,WARM,3.386,,,False,2013,5,a,151315
1,WARM,3.392,,,False,2013,5,a,151315
1,WARM,3.454,,,False,2013,5,a,151315
1,WARM,3.494,,,False,2013,5,a,151315
1,WARM,3.466,,,False,2013,5,a,151315
1,WARM,3.439,,,False,2013,6,a,151315
1,WARM,3.431,,,False,2013,6,a,151315
1,HOT,3.479,,,False,2013,6,a,151315
1,HOT,3.495,,,False,2013,6,a,151315
1,WARM,3.422,,,False,2013,7,a,151315
1,HOT,3.4,,,False,2013,7,a,151315
1,WARM,3.556,,,False,2013,7,a,151315
1,HOT,3.62,,,False,2013,7,a,151315
2,MILD,2.572,210.7526053,8.324,False,2010,2,a,202307
2,MILD,2.548,210.8979935,8.324,True,2010,2,a,202307
2,MILD,2.514,210.9451605,8.324,False,2010,2,a,202307
2,MILD,2.561,210.9759573,8.324,False,2010,2,a,202307
2,MILD,2.625,211.0067542,8.324,False,2010,3,a,202307
2,WARM,2.667,211.037551,8.324,False,2010,3,a,202307
2,WARM,2.72,210.8733316,8.324,False,2010,3,a,202307
2,WARM,2.732,210.6766095,8.324,False,2010,3,a,202307
2,WARM,2.719,210.4798874,8.2,False,2010,4,a,202307
2,WARM,2.77,210.2831653,8.2,False,2010,4,a,202307
2,WARM,2.808,210.1495463,8.2,False,2010,4,a,202307
2,WARM,2.795,210.1000648,8.2,False,2010,4,a,202307
2,WARM,2.78,210.0505833,8.2,False,2010,4,a,202307
2,WARM,2.835,210.0011018,8.2,False,2010,5,a,202307
2,WARM,2.854,209.9984585,8.2,False,2010,5,a,202307
2,WARM,2.826,210.2768443,8.2,False,2010,5,a,202307
2,HOT,2.759,210.5552301,8.2,False,2010,5,a,202307
2,HOT,2.705,210.833616,8.2,False,2010,6,a,202307
2,HOT,2.668,211.1120018,8.2,False,2010,6,a,202307
2,HOT,2.637,211.1096543,8.2,False,2010,6,a,202307
2,HOT,2.653,210.9950134,8.2,False,2010,6,a,202307
2,HOT,2.669,210.8803726,8.099,False,2010,7,a,202307
2,HOT,2.642,210.7657317,8.099,False,2010,7,a,202307
2,HOT,2.623,210.7577954,8.099,False,2010,7,a,202307
2,HOT,2.608,210.8921319,8.099,False,2010,7,a,202307
2,HOT,2.64,211.0264684,8.099,False,2010,7,a,202307
2,HOT,2.627,211.1608049,8.099,False,2010,8,a,202307
2,HOT,2.692,211.2951413,8.099,False,2010,8,a,202307
2,HOT,2.664,211.2596586,8.099,False,2010,8,a,202307
2,HOT,2.619,211.2241759,8.099,False,2010,8,a,202307
2,HOT,2.577,211.1886931,8.099,False,2010,9,a,202307
2,WARM,2.565,211.1532104,8.099,True,2010,9,a,202307
2,HOT,2.582,211.1806415,8.099,False,2010,9,a,202307
2,HOT,2.624,211.2552578,8.099,False,2010,9,a,202307
2,WARM,2.603,211.3298742,8.163,False,2010,10,a,202307
2,WARM,2.633,211.4044906,8.163,False,2010,10,a,202307
2,WARM,2.72,211.4713286,8.163,False,2010,10,a,202307
2,WARM,2.725,211.5187208,8.163,False,2010,10,a,202307
2,WARM,2.716,211.5661131,8.163,False,2010,10,a,202307
2,WARM,2.689,211.6135053,8.163,False,2010,11,a,202307
2,WARM,2.728,211.6608975,8.163,False,2010,11,a,202307
2,WARM,2.771,211.5470304,8.163,False,2010,11,a,202307
2,WARM,2.735,211.4062867,8.163,True,2010,11,a,202307
2,MILD,2.708,211.265543,8.163,False,2010,12,a,202307
2,MILD,2.843,211.1247993,8.163,False,2010,12,a,202307
2,MILD,2.869,211.0645458,8.163,False,2010,12,a,202307
2,MILD,2.886,211.0646599,8.163,False,2010,12,a,202307
2,MILD,2.943,211.064774,8.163,True,2010,12,a,202307
2,MILD,2.976,211.0648881,8.028,False,2011,1,a,202307
2,MILD,2.983,211.1176713,8.028,False,2011,1,a,202307
2,MILD,3.016,211.4864691,8.028,False,2011,1,a,202307
2,MILD,3.01,211.8552668,8.028,False,2011,1,a,202307
2,MILD,2.989,212.2240646,8.028,False,2011,2,a,202307
2,MILD,3.022,212.5928624,8.028,True,2011,2,a,202307
2,WARM,3.045,212.9033115,8.028,False,2011,2,a,202307
2,WARM,3.065,213.190421,8.028,False,2011,2,a,202307
2,WARM,3.288,213.4775305,8.028,False,2011,3,a,202307
2,WARM,3.459,213.7646401,8.028,False,2011,3,a,202307
2,WARM,3.488,214.0156238,8.028,False,2011,3,a,202307
2,WARM,3.473,214.2521573,8.028,False,2011,3,a,202307
2,WARM,3.524,214.4886908,7.931,False,2011,4,a,202307
2,WARM,3.622,214.7252242,7.931,False,2011,4,a,202307
2,WARM,3.743,214.9420631,7.931,False,2011,4,a,202307
2,WARM,3.807,215.1096657,7.931,False,2011,4,a,202307
2,WARM,3.81,215.2772683,7.931,False,2011,4,a,202307
2,WARM,3.906,215.4448709,7.931,False,2011,5,a,202307
2,WARM,3.899,215.6124735,7.931,False,2011,5,a,202307
2,WARM,3.907,215.3834778,7.931,False,2011,5,a,202307
2,WARM,3.786,215.1544822,7.931,False,2011,5,a,202307
2,HOT,3.699,214.9254865,7.931,False,2011,6,a,202307
2,HOT,3.648,214.6964908,7.931,False,2011,6,a,202307
2,HOT,3.637,214.6513538,7.931,False,2011,6,a,202307
2,HOT,3.594,214.7441108,7.931,False,2011,6,a,202307
2,HOT,3.524,214.8368678,7.852,False,2011,7,a,202307
2,HOT,3.48,214.9296249,7.852,False,2011,7,a,202307
2,HOT,3.575,215.0134426,7.852,False,2011,7,a,202307
2,HOT,3.651,215.0749122,7.852,False,2011,7,a,202307
2,HOT,3.682,215.1363819,7.852,False,2011,7,a,202307
2,HOT,3.684,215.1978515,7.852,False,2011,8,a,202307
2,HOT,3.638,215.2593211,7.852,False,2011,8,a,202307
2,HOT,3.554,215.3229307,7.852,False,2011,8,a,202307
2,HOT,3.523,215.386897,7.852,False,2011,8,a,202307
2,HOT,3.533,215.4508632,7.852,False,2011,9,a,202307
2,WARM,3.546,215.5148295,7.852,True,2011,9,a,202307
2,WARM,3.526,215.6944378,7.852,False,2011,9,a,202307
2,WARM,3.467,216.0282356,7.852,False,2011,9,a,202307
2,WARM,3.355,216.3620333,7.852,False,2011,9,a,202307
2,WARM,3.285,216.6958311,7.441,False,2011,10,a,202307
2,WARM,3.274,217.0048261,7.441,False,2011,10,a,202307
2,WARM,3.353,217.1650042,7.441,False,2011,10,a,202307
2,WARM,3.372,217.3251824,7.441,False,2011,10,a,202307
2,WARM,3.332,217.4853605,7.441,False,2011,11,a,202307
2,WARM,3.297,217.6455387,7.441,False,2011,11,a,202307
2,WARM,3.308,217.8670218,7.441,False,2011,11,a,202307
2,WARM,3.236,218.1130269,7.441,True,2011,11,a,202307
2,MILD,3.172,218.3590319,7.441,False,2011,12,a,202307
2,MILD,3.158,218.605037,7.441,False,2011,12,a,202307
2,WARM,3.159,218.8217928,7.441,False,2011,12,a,202307
2,MILD,3.112,218.9995495,7.441,False,2011,12,a,202307
2,MILD,3.129,219.1773063,7.441,True,2011,12,a,202307
2,MILD,3.157,219.355063,7.057,False,2012,1,a,202307
2,MILD,3.261,219.5328198,7.057,False,2012,1,a,202307
2,WARM,3.268,219.6258417,7.057,False,2012,1,a,202307
2,WARM,3.29,219.7188636,7.057,False,2012,1,a,202307
2,WARM,3.36,219.8118854,7.057,False,2012,2,a,202307
2,MILD,3.409,219.9049073,7.057,True,2012,2,a,202307
2,MILD,3.51,220.0651993,7.057,False,2012,2,a,202307
2,WARM,3.555,220.275944,7.057,False,2012,2,a,202307
2,WARM,3.63,220.4866886,7.057,False,2012,3,a,202307
2,WARM,3.669,220.6974332,7.057,False,2012,3,a,202307
2,WARM,3.734,220.8498468,7.057,False,2012,3,a,202307
2,WARM,3.787,220.9244858,7.057,False,2012,3,a,202307
2,WARM,3.845,220.9991248,7.057,False,2012,3,a,202307
2,WARM,3.891,221.0737638,6.891,False,2012,4,a,202307
2,WARM,3.891,221.1484028,6.891,False,2012,4,a,202307
2,WARM,3.877,221.2021074,6.891,False,2012,4,a,202307
2,WARM,3.814,221.255812,6.891,False,2012,4,a,202307
2,WARM,3.749,221.3095166,6.891,False,2012,5,a,202307
2,WARM,3.688,221.3632212,6.891,False,2012,5,a,202307
2,WARM,3.63,221.380331,6.891,False,2012,5,a,202307
2,WARM,3.561,221.3828029,6.891,False,2012,5,a,202307
2,WARM,3.501,221.3852748,6.891,False,2012,6,a,202307
2,WARM,3.452,221.3877467,6.891,False,2012,6,a,202307
2,HOT,3.393,221.4009901,6.891,False,2012,6,a,202307
2,HOT,3.346,221.4411622,6.891,False,2012,6,a,202307
2,HOT,3.286,221.4813343,6.891,False,2012,6,a,202307
2,HOT,3.227,221.5215064,6.565,False,2012,7,a,202307
2,HOT,3.256,221.5616784,6.565,False,2012,7,a,202307
2,HOT,3.311,221.5701123,6.565,False,2012,7,a,202307
2,HOT,3.407,221.5785461,6.565,False,2012,7,a,202307
2,HOT,3.417,221.5869799,6.565,False,2012,8,a,202307
2,HOT,3.494,221.5954138,6.565,False,2012,8,a,202307
2,HOT,3.571,221.6751459,6.565,False,2012,8,a,202307
2,WARM,3.62,221.8083518,6.565,False,2012,8,a,202307
2,HOT,3.638,221.9415576,6.565,False,2012,8,a,202307
2,HOT,3.73,222.0747635,6.565,True,2012,9,a,202307
2,WARM,3.717,222.2174395,6.565,False,2012,9,a,202307
2,WARM,3.721,222.4169362,6.565,False,2012,9,a,202307
2,WARM,3.666,222.6164329,6.565,False,2012,9,a,202307
2,WARM,3.617,222.8159296,6.17,False,2012,10,a,202307
2,WARM,3.601,223.0154263,6.17,False,2012,10,a,202307
2,WARM,3.594,223.0598077,6.17,False,2012,10,a,202307
2,WARM,3.506,223.0783366,6.17,False,2012,10,a,202307
2,WARM,3.386,223.0968655,6.17,False,2012,11,a,202307
2,WARM,3.314,223.1153944,6.17,False,2012,11,a,202307
2,WARM,3.252,223.1469028,6.17,False,2012,11,a,202307
2,WARM,3.211,223.1957173,6.17,True,2012,11,a,202307
2,WARM,3.207,223.2445318,6.17,False,2012,11,a,202307
2,WARM,3.198,223.2933463,6.17,False,2012,12,a,202307
2,MILD,3.168,223.3523969,6.17,False,2012,12,a,202307
2,WARM,3.098,223.4728642,6.17,False,2012,12,a,202307
2,MILD,3.108,223.5933316,6.17,True,2012,12,a,202307
2,MILD,3.161,223.7137989,6.237,False,2013,1,a,202307
2,MILD,3.243,223.8342663,6.237,False,2013,1,a,202307
2,MILD,3.237,223.86882,6.237,False,2013,1,a,202307
2,WARM,3.227,223.8690083,6.237,False,2013,1,a,202307
2,WARM,3.244,223.8691966,6.237,False,2013,2,a,202307
2,WARM,3.417,223.8693849,6.237,True,2013,2,a,202307
2,MILD,3.475,223.9106714,6.237,False,2013,2,a,202307
2,MILD,3.597,224.0547032,6.237,False,2013,2,a,202307
2,MILD,3.711,224.198735,6.237,False,2013,3,a,202307
2,WARM,3.658,224.3427668,6.237,False,2013,3,a,202307
2,WARM,3.622,224.469439,6.237,False,2013,3,a,202307
2,WARM,3.611,224.5527121,6.237,False,2013,3,a,202307
2,WARM,3.606,224.6359852,6.237,False,2013,3,a,202307
2,WARM,3.583,224.7192583,6.112,False,2013,4,a,202307
2,WARM,3.529,224.8025314,6.112,False,2013,4,a,202307
2,WARM,3.451,224.8025314,6.112,False,2013,4,a,202307
2,WARM,3.417,224.8025314,6.112,False,2013,4,a,202307
2,WARM,3.386,,,False,2013,5,a,202307
2,WARM,3.392,,,False,2013,5,a,202307
2,WARM,3.454,,,False,2013,5,a,202307
2,WARM,3.494,,,False,2013,5,a,202307
2,WARM,3.466,,,False,2013,5,a,202307
2,WARM,3.439,,,False,2013,6,a,202307
2,HOT,3.431,,,False,2013,6,a,202307
2,HOT,3.479,,,False,2013,6,a,202307
2,HOT,3.495,,,False,2013,6,a,202307
2,WARM,3.422,,,False,2013,7,a,202307
2,HOT,3.4,,,False,2013,7,a,202307
2,WARM,3.556,,,False,2013,7,a,202307
2,HOT,3.62,,,False,2013,7,a,202307
3,MILD,2.572,214.4248812,7.368,False,2010,2,b,37392
3,MILD,2.548,214.5747916,7.368,True,2010,2,b,37392
3,MILD,2.514,214.6198868,7.368,False,2010,2,b,37392
3,WARM,2.561,214.6475127,7.368,False,2010,2,b,37392
3,WARM,2.625,214.6751386,7.368,False,2010,3,b,37392
3,WARM,2.667,214.7027646,7.368,False,2010,3,b,37392
3,WARM,2.72,214.5301219,7.368,False,2010,3,b,37392
3,WARM,2.732,214.3241011,7.368,False,2010,3,b,37392
3,WARM,2.719,214.1180803,7.343,False,2010,4,b,37392
3,WARM,2.77,213.9120595,7.343,False,2010,4,b,37392
3,WARM,2.808,213.7726889,7.343,False,2010,4,b,37392
3,WARM,2.795,213.7221852,7.343,False,2010,4,b,37392
3,WARM,2.78,213.6716815,7.343,False,2010,4,b,37392
3,WARM,2.835,213.6211778,7.343,False,2010,5,b,37392
3,WARM,2.854,213.6196139,7.343,False,2010,5,b,37392
3,WARM,2.826,213.9116886,7.343,False,2010,5,b,37392
3,WARM,2.759,214.2037634,7.343,False,2010,5,b,37392
3,WARM,2.705,214.4958382,7.343,False,2010,6,b,37392
3,HOT,2.668,214.787913,7.343,False,2010,6,b,37392
3,HOT,2.637,214.7858259,7.343,False,2010,6,b,37392
3,HOT,2.653,214.6660741,7.343,False,2010,6,b,37392
3,HOT,2.669,214.5463222,7.346,False,2010,7,b,37392
3,HOT,2.642,214.4265704,7.346,False,2010,7,b,37392
3,HOT,2.623,214.4176476,7.346,False,2010,7,b,37392
3,HOT,2.608,214.5564968,7.346,False,2010,7,b,37392
3,HOT,2.64,214.695346,7.346,False,2010,7,b,37392
3,HOT,2.627,214.8341952,7.346,False,2010,8,b,37392
3,HOT,2.692,214.9730444,7.346,False,2010,8,b,37392
3,HOT,2.664,214.9314191,7.346,False,2010,8,b,37392
3,HOT,2.619,214.8897938,7.346,False,2010,8,b,37392
3,HOT,2.577,214.8481685,7.346,False,2010,9,b,37392
3,HOT,2.565,214.8065431,7.346,True,2010,9,b,37392
3,HOT,2.582,214.8322484,7.346,False,2010,9,b,37392
3,WARM,2.624,214.9084516,7.346,False,2010,9,b,37392
3,WARM,2.603,214.9846548,7.564,False,2010,10,b,37392
3,WARM,2.633,215.060858,7.564,False,2010,10,b,37392
3,WARM,2.72,215.1293114,7.564,False,2010,10,b,37392
3,WARM,2.725,215.17839,7.564,False,2010,10,b,37392
3,WARM,2.716,215.2274686,7.564,False,2010,10,b,37392
3,WARM,2.689,215.2765472,7.564,False,2010,11,b,37392
3,WARM,2.728,215.3256258,7.564,False,2010,11,b,37392
3,WARM,2.771,215.2074519,7.564,False,2010,11,b,37392
3,WARM,2.735,215.0614025,7.564,True,2010,11,b,37392
3,WARM,2.708,214.9153531,7.564,False,2010,12,b,37392
3,WARM,2.843,214.7693037,7.564,False,2010,12,b,37392
3,WARM,2.869,214.704919,7.564,False,2010,12,b,37392
3,WARM,2.886,214.7017828,7.564,False,2010,12,b,37392
3,WARM,2.943,214.6986466,7.564,True,2010,12,b,37392
3,WARM,2.976,214.6955104,7.551,False,2011,1,b,37392
3,MILD,2.983,214.7470729,7.551,False,2011,1,b,37392
3,WARM,3.016,215.1268275,7.551,False,2011,1,b,37392
3,MILD,3.01,215.5065821,7.551,False,2011,1,b,37392
3,MILD,2.989,215.8863367,7.551,False,2011,2,b,37392
3,MILD,3.022,216.2660913,7.551,True,2011,2,b,37392
3,WARM,3.045,216.5843571,7.551,False,2011,2,b,37392
3,WARM,3.065,216.8780275,7.551,False,2011,2,b,37392
3,WARM,3.288,217.1716979,7.551,False,2011,3,b,37392
3,WARM,3.459,217.4653683,7.551,False,2011,3,b,37392
3,WARM,3.488,217.7235226,7.551,False,2011,3,b,37392
3,WARM,3.473,217.9674705,7.551,False,2011,3,b,37392
3,WARM,3.524,218.2114184,7.574,False,2011,4,b,37392
3,WARM,3.622,218.4553663,7.574,False,2011,4,b,37392
3,WARM,3.743,218.6788642,7.574,False,2011,4,b,37392
3,WARM,3.807,218.851237,7.574,False,2011,4,b,37392
3,WARM,3.81,219.0236099,7.574,False,2011,4,b,37392
3,WARM,3.906,219.1959827,7.574,False,2011,5,b,37392
3,WARM,3.899,219.3683556,7.574,False,2011,5,b,37392
3,WARM,3.907,219.127216,7.574,False,2011,5,b,37392
3,HOT,3.786,218.8860765,7.574,False,2011,5,b,37392
3,HOT,3.699,218.6449369,7.574,False,2011,6,b,37392
3,HOT,3.648,218.4037974,7.574,False,2011,6,b,37392
3,HOT,3.637,218.3551748,7.574,False,2011,6,b,37392
3,HOT,3.594,218.45094,7.574,False,2011,6,b,37392
3,HOT,3.524,218.5467052,7.567,False,2011,7,b,37392
3,HOT,3.48,218.6424704,7.567,False,2011,7,b,37392
3,HOT,3.575,218.7275216,7.567,False,2011,7,b,37392
3,HOT,3.651,218.7857881,7.567,False,2011,7,b,37392
3,HOT,3.682,218.8440545,7.567,False,2011,7,b,37392
